Number,jid,owner,seq,scn,shot,dept,version,title,first_task,last_task,spool_time,start_time,stop_time,pause_time,num_tasks,num_done,num_ready,num_error,num_active,num_blocked,elapsed_secs,tid,title,state,ready_time,active_time,state_time,retry_count
3,3819,ashish,seq29,scn47,sh016,lighting,v007,seq29_scn47_sh016_lig_lighting_v007,1001,1170,2015-10-10 10:01:40+08,2015-10-12 00:07:20+08,2015-10-12 07:19:19.24+08,,171,171,0,0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,1,Renders 1001-1170,done,2015-10-12 05:53:05.02+08,2015-10-12 07:18:46.717767+08,2015-10-12 07:19:19.233+08,1
,,,,,,,,,,,,,,,,,,,,,,2,Processing 1001-1001,done,2015-10-11 23:42:44.948+08,2015-10-12 00:07:20.000496+08,2015-10-12 02:12:20.621+08,1
,,,,,,,,,,,,,,,,,,,,,,3,Processing 1002-1002,done,2015-10-11 23:42:44.948+08,2015-10-12 00:16:36.884699+08,2015-10-12 02:21:55.409+08,1
,,,,,,,,,,,,,,,,,,,,,,4,Processing 1003-1003,done,2015-10-11 23:42:44.948+08,2015-10-12 00:18:08.32205+08,2015-10-12 02:27:36.599+08,1
,,,,,,,,,,,,,,,,,,,,,,5,Processing 1004-1004,done,2015-10-11 23:42:44.948+08,2015-10-12 00:20:10.136047+08,2015-10-12 02:25:52.006+08,1
,,,,,,,,,,,,,,,,,,,,,,6,Processing 1005-1005,done,2015-10-11 23:42:44.948+08,2015-10-12 00:20:58.170205+08,2015-10-12 02:59:57.384+08,2
,,,,,,,,,,,,,,,,,,,,,,7,Processing 1006-1006,done,2015-10-11 23:42:44.948+08,2015-10-12 00:21:14.147451+08,2015-10-12 02:19:58.683+08,1
,,,,,,,,,,,,,,,,,,,,,,8,Processing 1007-1007,done,2015-10-11 23:42:44.948+08,2015-10-12 00:22:59.017973+08,2015-10-12 02:33:49.573+08,1
,,,,,,,,,,,,,,,,,,,,,,9,Processing 1008-1008,done,2015-10-11 23:42:44.948+08,2015-10-12 00:23:03.213562+08,2015-10-12 03:14:02.765+08,1
,,,,,,,,,,,,,,,,,,,,,,10,Processing 1009-1009,done,2015-10-11 23:42:44.948+08,2015-10-12 00:24:58.163587+08,2015-10-12 02:37:40.385+08,1
,,,,,,,,,,,,,,,,,,,,,,11,Processing 1010-1010,done,2015-10-11 23:42:44.948+08,2015-10-12 00:33:50.665476+08,2015-10-12 04:05:41.928+08,1
,,,,,,,,,,,,,,,,,,,,,,12,Processing 1011-1011,done,2015-10-11 23:42:44.948+08,2015-10-12 00:34:50.011259+08,2015-10-12 02:52:07.841+08,1
,,,,,,,,,,,,,,,,,,,,,,13,Processing 1012-1012,done,2015-10-11 23:42:44.948+08,2015-10-12 00:35:42.324089+08,2015-10-12 03:35:36.395+08,1
