Number,jid,owner,seq,scn,shot,dept,version,title,first_task,last_task,spool_time,start_time,stop_time,pause_time,num_tasks,num_done,num_ready,num_error,num_active,num_blocked,elapsed_secs,tid,title,state,ready_time,active_time,state_time,retry_count
,,,,,,,,,,,,,,,,,,,,,,60,Processing 1059-1059,done,2015-08-22 03:21:06.951+08,2015-08-22 03:21:33.28255+08,2015-08-22 03:38:16.235+08,0
,,,,,,,,,,,,,,,,,,,,,,61,Processing 1060-1060,done,2015-08-22 03:21:06.951+08,2015-08-22 03:21:50.238616+08,2015-08-22 03:38:22.377+08,0
,,,,,,,,,,,,,,,,,,,,,,62,Processing 1061-1061,done,2015-08-22 03:21:06.951+08,2015-08-22 03:22:38.813593+08,2015-08-22 03:38:54.772+08,0
,,,,,,,,,,,,,,,,,,,,,,63,Processing 1062-1062,done,2015-08-22 03:21:06.951+08,2015-08-22 03:23:07.095132+08,2015-08-22 03:39:32.337+08,0
,,,,,,,,,,,,,,,,,,,,,,64,Processing 1063-1063,done,2015-08-22 03:21:06.951+08,2015-08-22 03:23:33.670097+08,2015-08-22 03:40:20.224+08,0
,,,,,,,,,,,,,,,,,,,,,,65,Processing 1064-1064,done,2015-08-22 03:21:06.951+08,2015-08-22 03:23:35.038599+08,2015-08-22 03:40:08.43+08,0
,,,,,,,,,,,,,,,,,,,,,,66,Processing 1065-1065,done,2015-08-22 03:21:06.951+08,2015-08-22 03:23:55.718594+08,2015-08-22 03:40:14.933+08,0
,,,,,,,,,,,,,,,,,,,,,,67,Processing 1066-1066,done,2015-08-22 03:21:06.951+08,2015-08-22 03:24:48.172662+08,2015-08-22 03:42:23.512+08,0
,,,,,,,,,,,,,,,,,,,,,,68,Processing 1067-1067,done,2015-08-22 03:21:06.951+08,2015-08-22 03:24:53.727014+08,2015-08-22 03:41:57.477+08,0
,,,,,,,,,,,,,,,,,,,,,,69,Processing 1068-1068,done,2015-08-22 03:21:06.951+08,2015-08-22 03:27:18.597761+08,2015-08-22 03:43:47.018+08,0
,,,,,,,,,,,,,,,,,,,,,,70,Processing 1069-1069,done,2015-08-22 03:21:06.951+08,2015-08-22 03:27:46.234786+08,2015-08-22 03:43:31.055+08,0
,,,,,,,,,,,,,,,,,,,,,,71,Processing 1070-1070,done,2015-08-22 03:21:06.951+08,2015-08-22 03:27:55.707101+08,2015-08-22 03:43:26.578+08,0
,,,,,,,,,,,,,,,,,,,,,,72,Processing 1071-1071,done,2015-08-22 03:21:06.951+08,2015-08-22 03:27:57.126556+08,2015-08-22 03:43:18.004+08,0
,,,,,,,,,,,,,,,,,,,,,,73,Processing 1072-1072,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:03.518741+08,2015-08-22 03:43:23.374+08,0
,,,,,,,,,,,,,,,,,,,,,,74,Processing 1073-1073,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:12.202001+08,2015-08-22 03:43:36.069+08,0
,,,,,,,,,,,,,,,,,,,,,,75,Processing 1074-1074,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:19.776891+08,2015-08-22 03:43:40.645+08,0
,,,,,,,,,,,,,,,,,,,,,,76,Processing 1075-1075,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:24.701241+08,2015-08-22 03:43:44.528+08,0
,,,,,,,,,,,,,,,,,,,,,,77,Processing 1076-1076,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:25.88514+08,2015-08-22 03:43:54.484+08,0
,,,,,,,,,,,,,,,,,,,,,,78,Processing 1077-1077,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:35.833055+08,2015-08-22 03:45:26.834+08,0
,,,,,,,,,,,,,,,,,,,,,,79,Processing 1078-1078,done,2015-08-22 03:21:06.951+08,2015-08-22 03:28:40.566148+08,2015-08-22 03:44:04.483+08,0
